customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00692,Male,1,Yes,No,13,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,106.4,1479.85,Yes
CUST-00693,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,65.81,1975.24,Yes
CUST-00694,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,103.31,715.89,Yes
CUST-00695,Female,1,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,108.33,2514.27,Yes
CUST-00696,Female,0,Yes,No,52,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,No,Mailed check,65.2,3407.77,No
CUST-00697,Female,0,No,Yes,5,No,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,78.41,401.22,Yes
CUST-00698,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),42.62,2152.19,No
CUST-00699,Male,0,No,Yes,17,No,No,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,101.3,1744.24,Yes
CUST-00700,Female,0,No,Yes,30,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.75,1968.37,Yes
CUST-00701,Female,0,No,Yes,9,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),96.87,841.54,Yes
CUST-00702,Male,0,Yes,No,6,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,108.12,689.67,Yes
CUST-00703,Male,0,Yes,No,25,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,99.62,2468.46,Yes
CUST-00704,Female,1,Yes,No,19,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,104.09,2034.78,Yes
CUST-00705,Male,1,No,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.04,1528.79,Yes
CUST-00706,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),62.0,3724.14,No
CUST-00707,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.72,137.62,Yes
CUST-00708,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.95,2462.4,No
CUST-00709,Female,0,Yes,No,16,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),92.57,1477.63,Yes
CUST-00710,Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),32.69,1591.05,No
CUST-00711,Female,0,No,No,43,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,Yes,Mailed check,31.54,1299.39,No
CUST-00712,Female,0,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),56.68,3311.13,No
CUST-00713,Female,0,Yes,No,32,No,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.37,1552.74,Yes
CUST-00714,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,69.86,630.48,Yes
CUST-00715,Female,0,Yes,Yes,18,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,70.59,1287.74,Yes
CUST-00716,Male,0,No,No,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),61.55,2149.77,No
CUST-00717,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),33.17,2267.73,No
CUST-00718,Female,0,No,Yes,60,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,67.8,4135.91,No
CUST-00719,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.46,1631.91,Yes
CUST-00720,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,No,Credit card (automatic),51.33,1797.26,No
CUST-00721,Male,0,Yes,Yes,67,Yes,No,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,64.9,4251.16,No
CUST-00722,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.87,1096.58,Yes
CUST-00723,Female,0,Yes,No,1,No,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,97.65,45.22,Yes
CUST-00724,Female,1,No,Yes,13,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),48.79,669.79,No
CUST-00725,Male,1,No,No,49,No,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),45.69,2264.21,No
CUST-00726,Male,0,No,No,70,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,24.59,1768.23,No
CUST-00727,Female,1,No,No,7,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),92.29,627.05,Yes
CUST-00728,Male,1,No,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Electronic check,74.34,3386.36,No
CUST-00729,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,49.35,740.43,Yes
CUST-00730,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,102.86,367.25,Yes
CUST-00731,Female,1,Yes,No,29,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.86,3017.4,Yes
CUST-00732,Female,0,No,Yes,67,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),22.12,1445.42,No
CUST-00733,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),55.65,1516.89,No
CUST-00734,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,94.27,967.74,Yes
CUST-00735,Female,0,Yes,No,1,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.05,130.75,Yes
CUST-00736,Male,1,No,No,49,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,43.61,2170.35,No
CUST-00737,Male,0,No,No,10,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,108.38,1119.05,Yes
CUST-00738,Male,1,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),67.96,2560.31,No
CUST-00739,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,69.62,2169.36,No
CUST-00740,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.73,1574.9,Yes
CUST-00741,Male,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),82.15,294.69,Yes
CUST-00742,Female,1,Yes,Yes,15,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.1,1149.63,Yes
CUST-00743,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),52.6,800.61,No
CUST-00744,Female,1,No,No,26,No,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,79.95,2116.2,Yes
CUST-00745,Female,1,No,No,16,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),87.56,1374.81,Yes
CUST-00746,Male,1,No,No,30,No,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),62.44,1881.6,No
CUST-00747,Female,0,Yes,Yes,20,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),109.56,2227.58,Yes
CUST-00748,Female,1,Yes,Yes,13,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.1,1219.17,Yes
CUST-00749,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),31.82,1327.66,No
CUST-00750,Female,1,Yes,No,18,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,80.04,1413.26,No
CUST-00751,Male,0,No,Yes,14,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.18,883.29,Yes
CUST-00752,Female,0,No,No,34,Yes,No phone service,No,No,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),29.98,1037.02,No
CUST-00753,Male,1,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),39.13,1579.18,No
CUST-00754,Female,0,No,No,14,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,66.44,890.12,Yes
CUST-00755,Male,0,No,No,4,Yes,Yes,No,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.6,302.02,Yes
CUST-00756,Female,1,Yes,Yes,40,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,50.15,1900.93,No
CUST-00757,Female,0,No,No,19,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,70.99,1321.88,No
CUST-00758,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.67,2900.61,Yes
CUST-00759,Female,0,No,No,50,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),39.16,1965.89,No
CUST-00760,Female,0,No,No,30,Yes,No,No,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),63.13,1870.9,No
CUST-00761,Female,0,No,No,31,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.43,2233.52,Yes
CUST-00762,Female,0,No,No,9,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,106.74,954.66,Yes
CUST-00763,Male,0,Yes,No,13,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,69.9,883.31,Yes
CUST-00764,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),74.16,2551.76,No
CUST-00765,Female,1,Yes,No,10,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),74.27,699.46,Yes
CUST-00766,Male,0,Yes,No,34,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),69.71,2385.65,No
CUST-00767,Male,0,No,No,22,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,78.12,1718.05,No
CUST-00768,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Credit card (automatic),63.45,2230.16,No
CUST-00769,Female,0,Yes,No,6,Yes,No phone service,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),49.44,327.44,Yes
CUST-00770,Female,0,Yes,No,40,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,51.67,2080.4,No
CUST-00771,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,107.57,219.53,Yes
CUST-00772,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,48.76,2661.74,No
CUST-00773,Male,0,Yes,No,19,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.88,1635.46,Yes
CUST-00774,Female,1,Yes,No,1,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,95.38,98.5,Yes
CUST-00775,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,77.87,3374.95,No
CUST-00776,Female,1,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,62.75,1415.89,Yes
CUST-00777,Female,0,Yes,Yes,29,Yes,No,No,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,58.1,1637.36,No
CUST-00778,Female,0,No,No,26,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,34.51,967.28,No
CUST-00779,Male,0,No,No,17,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,One year,No,Electronic check,32.32,546.67,No
CUST-00780,Female,0,No,No,38,Yes,No,No,Yes,No,Yes,No,No,No internet service,One year,Yes,Mailed check,55.78,2176.62,No
CUST-00781,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),76.39,1168.58,No
CUST-00782,Female,0,No,No,22,No,No,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,97.47,2226.68,Yes
CUST-00783,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,97.06,334.04,Yes
CUST-00784,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,96.79,1061.96,Yes
CUST-00785,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.86,589.67,Yes
CUST-00786,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),56.56,1471.6,No
CUST-00787,Female,1,No,Yes,45,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,72.3,3246.34,No
CUST-00788,Female,0,No,No,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.65,16.94,Yes
CUST-00789,Female,0,Yes,No,16,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,82.83,1332.45,Yes
CUST-00790,Female,0,No,No,54,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,57.74,3143.72,No
CUST-00791,Female,0,No,Yes,6,No,No,No,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,63.49,338.03,Yes
CUST-00792,Male,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Electronic check,32.45,1705.84,No
CUST-00793,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),87.58,2266.06,Yes
CUST-00794,Female,0,No,No,58,Yes,No,No,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,58.6,3481.19,No
CUST-00795,Male,0,No,No,28,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,61.47,1731.0,Yes
CUST-00796,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,33.96,2111.92,No
CUST-00797,Female,0,No,No,66,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No,Two year,No,Mailed check,57.86,3763.83,No
CUST-00798,Male,0,Yes,No,42,Yes,Yes,No,No,No internet service,No,Yes,No,No,One year,Yes,Mailed check,69.27,2823.68,No
CUST-00799,Female,1,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),81.23,1699.48,No
CUST-00800,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),69.47,4104.82,No
CUST-00801,Male,0,No,No,32,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,55.41,1712.51,No
CUST-00802,Female,1,Yes,Yes,2,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,45.82,20.81,Yes
CUST-00803,Male,0,No,No,19,Yes,No,No,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,47.13,919.15,No
CUST-00804,Female,0,Yes,No,43,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.9,3484.78,No
CUST-00805,Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,81.92,67.46,Yes
CUST-00806,Female,0,Yes,No,45,Yes,Yes,No,Yes,No,No,No,No,No,One year,No,Electronic check,68.8,3121.47,No
CUST-00807,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,24.16,1299.41,No
CUST-00808,Male,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,32.07,899.56,No
CUST-00809,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,80.85,2663.75,Yes
CUST-00810,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.93,1651.26,No
CUST-00811,Female,1,Yes,No,52,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Mailed check,56.49,2965.59,No
CUST-00812,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,23.26,577.58,No
CUST-00813,Female,0,No,No,6,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,61.05,395.8,Yes
CUST-00814,Male,0,No,Yes,58,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),41.61,2410.52,No
CUST-00815,Male,0,No,No,38,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Two year,No,Mailed check,43.77,1612.12,No
CUST-00816,Male,0,Yes,Yes,15,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),64.25,968.37,Yes
CUST-00817,Female,0,No,No,14,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),32.19,429.12,No
CUST-00818,Male,0,No,No,13,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.23,767.47,Yes
CUST-00819,Male,1,No,No,7,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,57.03,395.72,Yes
CUST-00820,Female,0,Yes,No,17,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,100.9,1704.14,Yes
CUST-00821,Male,0,No,No,36,No,No,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,60.27,2121.96,No
CUST-00822,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.2,1165.46,Yes
CUST-00823,Male,0,Yes,No,13,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,94.72,1227.7,Yes
CUST-00824,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.47,1723.77,Yes
CUST-00825,Female,0,No,Yes,29,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.28,2028.3,Yes
CUST-00826,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,60.19,1544.71,No
CUST-00827,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,62.31,72.24,Yes
CUST-00828,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,46.34,1414.11,Yes
CUST-00829,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,49.98,1071.69,No
CUST-00830,Male,0,Yes,No,35,Yes,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,57.02,1941.17,Yes
CUST-00831,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47.21,455.7,Yes
CUST-00832,Female,1,Yes,No,19,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),65.89,1212.44,Yes
CUST-00833,Female,0,Yes,No,7,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.84,631.68,Yes
CUST-00834,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,92.83,3231.61,Yes
CUST-00835,Female,0,No,No,13,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.17,883.92,Yes
CUST-00836,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,57.65,562.24,Yes
CUST-00837,Male,0,No,No,53,No,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),32.42,1591.41,No
CUST-00838,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,102.93,597.23,Yes
CUST-00839,Female,0,No,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),59.03,1299.27,No
CUST-00840,Female,1,Yes,No,46,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,75.72,3499.72,No
CUST-00841,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.06,503.49,Yes
CUST-00842,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,55.34,1732.43,No
CUST-00843,Male,1,Yes,Yes,19,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,71.53,1353.3,Yes
CUST-00844,Male,0,Yes,No,66,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,29.34,1915.23,No
CUST-00845,Female,1,Yes,No,13,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,80.69,1099.98,Yes
CUST-00846,Female,0,Yes,No,21,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),83.2,1775.27,Yes
CUST-00847,Female,0,Yes,Yes,1,No,No,No,No internet service,Yes,No,No,No,No,Month-to-month,No,Mailed check,86.31,172.92,Yes
CUST-00848,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,56.13,3515.98,No
CUST-00849,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,48.16,1613.72,Yes
CUST-00850,Female,0,Yes,No,58,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),40.06,2353.4,No
CUST-00851,Male,0,No,No,3,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),105.65,353.65,Yes
CUST-00852,Female,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),81.84,2692.71,No
CUST-00853,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.8,2958.83,Yes
CUST-00854,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),42.87,1806.31,No
CUST-00855,Male,0,No,No,6,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),51.89,215.76,Yes
CUST-00856,Male,0,No,No,6,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.21,539.64,Yes
CUST-00857,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,98.93,2288.16,Yes
CUST-00858,Female,0,No,No,33,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,106.49,3449.19,Yes
CUST-00859,Female,1,No,Yes,41,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),76.87,3177.2,No
CUST-00860,Male,0,Yes,No,24,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),101.15,2509.33,Yes
CUST-00861,Male,0,No,No,57,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),68.07,3864.64,No
CUST-00862,Female,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,83.31,1093.21,Yes
CUST-00863,Male,0,No,No,12,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.94,1116.11,Yes
CUST-00864,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,53.17,204.59,Yes
CUST-00865,Male,0,Yes,No,31,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.55,2673.26,Yes
